step,train_loss,val_loss,lr,grad_norm
50300,0.105038,,1.00e-04,0.3809
50400,0.150481,,1.00e-04,0.3742
50500,0.132902,,1.00e-04,0.4134
50600,0.119183,,1.00e-04,0.3434
50700,0.116869,,1.00e-04,0.3706
50800,0.119367,,1.00e-04,0.3429
50900,0.152361,,1.00e-04,0.3052
51000,0.112594,,1.00e-04,0.2696
51100,0.132332,,1.00e-04,0.3440
51200,0.141095,,1.00e-04,0.2889
51300,0.129807,,1.00e-04,0.2952
51400,0.128318,,1.00e-04,0.3734
51500,0.098818,,1.00e-04,0.3501
51600,0.096703,,1.00e-04,0.3064
51700,0.122168,,1.00e-04,0.3835
51800,0.112100,,1.00e-04,0.3405
51900,0.109275,,1.00e-04,0.3796
52000,0.136026,,1.00e-04,0.3625
52000,,0.133030,,
52100,0.125668,,1.00e-04,0.3230
52200,0.108083,,1.00e-04,0.3383
52300,0.130302,,1.00e-04,0.3375
52400,0.145834,,1.00e-04,0.3146
52500,0.104367,,1.00e-04,0.2672
52600,0.096382,,1.00e-04,0.4174
52700,0.116526,,1.00e-04,0.2745
52800,0.079319,,1.00e-04,0.3976
52900,0.096852,,1.00e-04,0.3742
53000,0.162050,,1.00e-04,0.2844
53100,0.131294,,1.00e-04,0.3739
53200,0.145376,,1.00e-04,0.3463
53300,0.116945,,1.00e-04,0.3058
53400,0.130259,,1.00e-04,0.3312
53500,0.163378,,1.00e-04,0.3163
53600,0.123318,,1.00e-04,0.3696
53700,0.156228,,1.00e-04,0.3375
53800,0.128992,,1.00e-04,0.2934
53900,0.155173,,1.00e-04,0.4085
54000,0.094834,,1.00e-04,0.3707
54000,,0.135314,,
54100,0.137748,,1.00e-04,0.3216
54200,0.101960,,1.00e-04,0.3766
54300,0.108793,,1.00e-04,0.3999
54400,0.125546,,1.00e-04,0.3155
54500,0.127912,,1.00e-04,0.3065
54600,0.101315,,1.00e-04,0.4151
54700,0.110531,,1.00e-04,0.3236
54800,0.133273,,1.00e-04,0.3532
54900,0.155667,,1.00e-04,0.3357
